SaleID,Date,ProductID,Quantity,Unit Price,CustomerID,unit Cost
502,5/14/2025 0:00,P009,5,10000,C042,8337
503,2/27/2025 0:00,P010,1,25000,C010,21892.5
504,2/13/2025 0:00,P012,7,25000,C023,22582.5
505,6/22/2025 0:00,P006,7,15000,C003,14770.5
506,6/9/2025 0:00,P001,9,10000,C032,8366
507,6/22/2025 0:00,P003,4,25000,C020,21785
508,10/30/2025 0:00,P003,6,1000,C010,885.9
509,5/29/2025 0:00,P010,2,25000,C029,23525
510,3/21/2025 0:00,P012,4,40000,C041,42192
511,8/1/2025 0:00,P012,2,15000,C052,13162.5
512,7/22/2025 0:00,P004,5,30000,C051,29310
513,9/9/2025 0:00,P006,7,50000,C046,39945
514,8/17/2025 0:00,P007,1,2000,C034,1927
515,6/13/2025 0:00,P010,7,5000,C037,4270
516,8/15/2025 0:00,P004,6,50000,C020,38090
517,5/27/2025 0:00,P006,6,50000,C008,42745
518,1/20/2025 0:00,P011,8,3000,C007,2365.2
519,2/16/2025 0:00,P001,8,4000,C006,3356
520,8/21/2025 0:00,P008,6,5000,C011,4381.5
521,1/14/2025 0:00,P007,3,30000,C044,27012
522,5/23/2025 0:00,P011,5,25000,C018,20060
523,1/1/2025 0:00,P011,2,4000,C051,3823.6
524,2/23/2025 0:00,P009,5,3000,C042,3095.1
525,9/16/2025 0:00,P003,9,50000,C029,42830
526,5/24/2025 0:00,P002,1,5000,C025,4184.5
527,1/12/2025 0:00,P001,5,40000,C021,39000
528,8/12/2025 0:00,P003,6,2000,C046,1662.6
529,9/29/2025 0:00,P005,7,50000,C003,38700
530,6/5/2025 0:00,P011,9,10000,C018,8505
531,1/8/2025 0:00,P002,6,30000,C024,26421
532,5/2/2025 0:00,P012,5,30000,C047,23781
533,6/13/2025 0:00,P003,7,30000,C038,24828
534,3/31/2025 0:00,P004,1,15000,C010,12712.5
535,5/16/2025 0:00,P007,5,15000,C027,15619.5
536,7/5/2025 0:00,P003,2,1000,C012,832.5
537,6/27/2025 0:00,P009,4,2000,C007,1932
538,1/28/2025 0:00,P008,7,2000,C017,1626
539,8/8/2025 0:00,P004,5,3000,C001,2403.3
540,2/10/2025 0:00,P001,6,4000,C050,3126
541,8/16/2025 0:00,P001,2,4000,C026,3293.6
542,7/11/2025 0:00,P001,3,4000,C015,3295.2
543,5/25/2025 0:00,P001,7,25000,C051,21575
544,7/20/2025 0:00,P008,2,50000,C033,47695
545,7/31/2025 0:00,P003,6,2000,C037,1621.8
546,8/8/2025 0:00,P006,5,25000,C047,20790
547,8/28/2025 0:00,P003,1,3000,C031,3165.6
548,2/15/2025 0:00,P011,4,4000,C035,3148
549,2/4/2025 0:00,P005,2,2000,C001,2053.4
550,9/10/2025 0:00,P007,4,25000,C008,26362.5
551,3/23/2025 0:00,P002,1,40000,C012,32760
552,9/13/2025 0:00,P006,2,15000,C054,12222
553,7/16/2025 0:00,P006,8,3000,C019,2961
554,10/30/2025 0:00,P011,6,4000,C025,3908
555,1/10/2025 0:00,P003,2,5000,C032,4730.5
556,10/13/2025 0:00,P006,6,2000,C012,1766.8
557,8/30/2025 0:00,P010,9,10000,C013,8189
558,9/8/2025 0:00,P010,7,40000,C028,36712
559,1/5/2025 0:00,P005,9,15000,C001,15811.5
560,4/29/2025 0:00,P012,5,30000,C051,26874
561,10/16/2025 0:00,P002,7,15000,C006,11530.5
562,3/6/2025 0:00,P009,7,2000,C008,1928.8
563,5/26/2025 0:00,P008,3,1000,C004,1026.2
564,8/12/2025 0:00,P003,7,40000,C005,32232
565,8/27/2025 0:00,P008,1,30000,C025,31698
566,6/26/2025 0:00,P009,9,2000,C022,2028.2
567,9/24/2025 0:00,P003,6,3000,C028,2769.9
568,10/9/2025 0:00,P003,5,2000,C039,1884.8
569,3/4/2025 0:00,P002,7,15000,C023,13143
570,8/5/2025 0:00,P008,5,5000,C004,5292
571,10/10/2025 0:00,P010,5,3000,C052,2505
572,6/26/2025 0:00,P001,7,30000,C004,30870
573,4/8/2025 0:00,P008,7,2000,C047,1886.8
574,4/15/2025 0:00,P007,3,4000,C021,4179.6
575,4/9/2025 0:00,P007,3,1000,C037,1015
576,1/6/2025 0:00,P003,3,4000,C041,3262.8
577,7/16/2025 0:00,P001,6,15000,C002,13668
578,5/13/2025 0:00,P004,6,5000,C007,4688.5
579,9/16/2025 0:00,P009,3,2000,C049,1920.4
580,1/23/2025 0:00,P005,3,1000,C016,1047.2
581,2/22/2025 0:00,P001,8,25000,C017,23677.5
582,6/14/2025 0:00,P005,8,2000,C020,1620.2
583,7/21/2025 0:00,P008,7,3000,C023,2982
584,3/24/2025 0:00,P008,4,5000,C034,5255
585,5/25/2025 0:00,P005,4,15000,C011,14020.5
586,3/26/2025 0:00,P012,3,15000,C034,15802.5
587,3/19/2025 0:00,P009,5,30000,C033,23904
588,1/1/2025 0:00,P001,3,5000,C026,4103.5
589,2/20/2025 0:00,P004,8,2000,C002,1993.2
590,6/22/2025 0:00,P003,7,10000,C023,8528
591,7/24/2025 0:00,P002,3,25000,C041,24382.5
592,9/17/2025 0:00,P008,9,1000,C022,1025.3
593,10/15/2025 0:00,P007,5,40000,C034,35540
594,2/3/2025 0:00,P009,9,40000,C015,38348
595,4/5/2025 0:00,P002,7,5000,C010,4793.5
596,3/13/2025 0:00,P004,7,15000,C015,12856.5
597,2/8/2025 0:00,P006,6,30000,C042,25317
598,6/3/2025 0:00,P011,2,50000,C029,51555
599,9/7/2025 0:00,P003,9,5000,C023,4016
600,6/11/2025 0:00,P008,6,15000,C017,11943
601,4/28/2025 0:00,P003,8,4000,C009,3299.2
602,9/16/2025 0:00,P012,1,40000,C050,37280
603,9/25/2025 0:00,P002,5,40000,C036,38288
604,2/23/2025 0:00,P003,1,25000,C009,21667.5
605,8/24/2025 0:00,P011,8,3000,C016,2393.4
606,8/10/2025 0:00,P006,8,50000,C036,41170
607,9/8/2025 0:00,P002,1,15000,C048,11638.5
608,4/22/2025 0:00,P008,9,25000,C051,21725
609,9/12/2025 0:00,P001,2,30000,C033,26742
610,10/30/2025 0:00,P007,9,25000,C055,23292.5
611,7/26/2025 0:00,P002,1,15000,C031,11824.5
612,8/17/2025 0:00,P010,9,2000,C006,1657.6
613,3/7/2025 0:00,P012,4,10000,C010,8708
614,3/16/2025 0:00,P006,9,5000,C016,4417
615,4/13/2025 0:00,P012,7,15000,C004,15348
616,7/11/2025 0:00,P002,6,2000,C054,1692.4
617,9/9/2025 0:00,P002,5,40000,C022,38296
618,8/14/2025 0:00,P010,9,50000,C013,40290
619,10/21/2025 0:00,P008,2,4000,C016,3166.4
620,4/8/2025 0:00,P012,2,4000,C052,3265.6
621,10/13/2025 0:00,P002,9,50000,C029,52950
622,9/6/2025 0:00,P007,3,5000,C006,5234.5
623,6/15/2025 0:00,P003,8,3000,C026,2645.1
624,1/30/2025 0:00,P008,9,10000,C011,8324
625,9/4/2025 0:00,P007,8,2000,C024,1801.4
626,4/16/2025 0:00,P008,4,40000,C029,38020
627,2/20/2025 0:00,P007,1,4000,C003,3560
628,3/22/2025 0:00,P011,4,5000,C052,4920
629,5/13/2025 0:00,P006,9,5000,C010,4925
630,10/12/2025 0:00,P007,2,5000,C001,4251.5
631,5/18/2025 0:00,P005,3,50000,C052,40800
632,7/3/2025 0:00,P007,8,2000,C043,2086.2
633,9/30/2025 0:00,P001,6,25000,C026,20277.5
634,3/10/2025 0:00,P001,8,3000,C012,2665.2
635,2/3/2025 0:00,P009,7,5000,C014,3882.5
636,9/19/2025 0:00,P005,5,15000,C025,15168
637,2/22/2025 0:00,P005,9,15000,C008,14412
638,7/24/2025 0:00,P003,4,5000,C043,3952
639,5/6/2025 0:00,P005,6,2000,C004,1933.8
640,8/23/2025 0:00,P003,2,40000,C028,39416
641,2/12/2025 0:00,P009,2,2000,C007,1742.8
642,8/28/2025 0:00,P009,2,1000,C010,954.7
643,4/21/2025 0:00,P006,7,50000,C051,46805
644,9/6/2025 0:00,P001,2,30000,C036,24459
645,5/31/2025 0:00,P007,2,30000,C002,27444
646,7/2/2025 0:00,P007,9,15000,C026,14748
647,4/5/2025 0:00,P010,7,4000,C053,3688.8
648,1/8/2025 0:00,P010,3,1000,C050,992.3
649,7/3/2025 0:00,P004,3,30000,C014,30579
650,10/8/2025 0:00,P008,7,10000,C016,8840
651,7/14/2025 0:00,P006,5,10000,C054,7952
652,7/14/2025 0:00,P004,6,40000,C043,39880
653,6/4/2025 0:00,P004,8,1000,C042,826.6
654,4/3/2025 0:00,P002,9,10000,C017,8010
655,6/9/2025 0:00,P002,1,10000,C046,10269
656,3/2/2025 0:00,P012,3,15000,C022,11737.5
657,5/2/2025 0:00,P004,7,30000,C004,27261
658,2/20/2025 0:00,P005,6,40000,C019,35416
659,10/4/2025 0:00,P008,7,2000,C002,1634
660,1/5/2025 0:00,P006,8,5000,C039,4285
661,4/2/2025 0:00,P004,6,25000,C009,20815
662,6/19/2025 0:00,P011,3,50000,C019,44900
663,1/22/2025 0:00,P007,2,50000,C016,48660
664,1/1/2025 0:00,P008,7,4000,C054,3802.8
665,5/13/2025 0:00,P002,1,3000,C025,2770.5
666,8/21/2025 0:00,P012,3,25000,C048,26182.5
667,1/12/2025 0:00,P007,4,25000,C018,20700
668,2/15/2025 0:00,P002,1,50000,C023,46165
669,2/3/2025 0:00,P002,5,50000,C053,51195
670,3/19/2025 0:00,P008,3,2000,C021,1956.8
671,8/6/2025 0:00,P002,2,1000,C011,902.4
672,10/28/2025 0:00,P011,3,1000,C039,1033.8
673,3/14/2025 0:00,P009,8,2000,C041,2085
674,10/9/2025 0:00,P012,6,30000,C004,23124
675,9/6/2025 0:00,P001,7,25000,C025,20677.5
676,2/16/2025 0:00,P009,6,2000,C032,2029
677,5/1/2025 0:00,P001,6,25000,C030,26377.5
678,8/2/2025 0:00,P010,3,3000,C045,2774.7
679,8/27/2025 0:00,P010,8,50000,C026,47920
680,2/25/2025 0:00,P002,7,25000,C036,22265
681,4/17/2025 0:00,P006,7,50000,C051,42635
682,2/17/2025 0:00,P006,6,25000,C034,19287.5
683,3/2/2025 0:00,P001,5,3000,C009,2705.1
684,1/26/2025 0:00,P007,8,30000,C012,30534
685,10/19/2025 0:00,P008,5,5000,C002,4418
686,9/14/2025 0:00,P002,9,2000,C038,1625.6
687,1/8/2025 0:00,P008,9,4000,C005,3298.4
688,4/23/2025 0:00,P009,1,10000,C005,8690
689,9/10/2025 0:00,P006,6,2000,C052,1795.6
690,6/29/2025 0:00,P005,7,2000,C022,1603.6
691,7/26/2025 0:00,P012,3,4000,C005,3226.8
692,10/30/2025 0:00,P009,7,2000,C004,2098
693,5/7/2025 0:00,P012,7,25000,C009,24962.5
694,2/25/2025 0:00,P011,2,10000,C029,10340
695,8/2/2025 0:00,P009,7,3000,C022,2853.9
696,1/14/2025 0:00,P001,1,1000,C027,1051.1
697,1/28/2025 0:00,P011,5,25000,C010,22577.5
698,3/19/2025 0:00,P003,9,30000,C016,23586
699,8/4/2025 0:00,P009,7,50000,C042,42790
700,6/3/2025 0:00,P011,7,4000,C042,3852
701,1/14/2025 0:00,P002,2,40000,C051,41456
702,7/6/2025 0:00,P012,8,25000,C010,20155
703,1/7/2025 0:00,P004,3,5000,C006,4371
704,1/3/2025 0:00,P004,8,40000,C049,32496
705,4/21/2025 0:00,P002,3,25000,C005,22537.5
706,8/26/2025 0:00,P003,7,2000,C006,1981.4
707,8/27/2025 0:00,P003,2,5000,C047,4495
708,10/1/2025 0:00,P001,4,40000,C025,41744
709,10/21/2025 0:00,P006,6,25000,C051,20625
710,8/15/2025 0:00,P008,9,2000,C050,2052.8
711,1/15/2025 0:00,P012,5,5000,C004,4633.5
712,7/11/2025 0:00,P003,9,40000,C040,39000
713,4/29/2025 0:00,P005,5,25000,C048,23550
714,1/28/2025 0:00,P001,8,1000,C032,788.8
715,7/21/2025 0:00,P010,1,50000,C051,51995
716,2/8/2025 0:00,P007,7,1000,C052,836.6
717,9/30/2025 0:00,P010,4,4000,C035,3458.8
718,8/19/2025 0:00,P001,5,4000,C010,3470.8
719,3/27/2025 0:00,P012,6,10000,C034,10183
720,5/6/2025 0:00,P011,5,25000,C036,21112.5
721,10/27/2025 0:00,P009,1,15000,C006,15276
722,1/25/2025 0:00,P008,9,30000,C043,31296
723,5/25/2025 0:00,P007,2,1000,C046,841.1
724,1/13/2025 0:00,P010,9,40000,C016,32100
725,7/31/2025 0:00,P007,2,2000,C053,1591
726,1/25/2025 0:00,P005,9,5000,C019,4856.5
727,3/9/2025 0:00,P005,6,30000,C034,27483
728,3/8/2025 0:00,P011,9,15000,C025,13672.5
729,8/21/2025 0:00,P005,6,3000,C031,2690.1
730,4/19/2025 0:00,P001,6,25000,C049,24385
731,5/26/2025 0:00,P008,2,2000,C041,1536.6
732,4/21/2025 0:00,P012,8,25000,C017,23050
733,8/16/2025 0:00,P011,3,10000,C047,8167
734,4/21/2025 0:00,P001,7,15000,C030,13897.5
735,2/3/2025 0:00,P004,5,5000,C039,4489.5
736,4/21/2025 0:00,P009,3,5000,C054,5121.5
737,9/21/2025 0:00,P009,1,25000,C055,24290
738,8/24/2025 0:00,P005,8,40000,C031,35608
739,3/24/2025 0:00,P004,3,10000,C019,8366
740,2/11/2025 0:00,P003,2,2000,C035,1662.2
741,4/11/2025 0:00,P003,1,3000,C029,2514.6
742,1/6/2025 0:00,P012,4,15000,C001,12993
743,6/29/2025 0:00,P005,8,50000,C004,48140
744,10/9/2025 0:00,P010,3,2000,C028,1732
745,8/14/2025 0:00,P001,1,1000,C018,947.3
746,8/17/2025 0:00,P005,4,4000,C026,3324
747,10/16/2025 0:00,P006,9,25000,C040,22890
748,5/30/2025 0:00,P007,1,2000,C019,1724
749,10/4/2025 0:00,P012,2,2000,C055,1645.8
750,7/17/2025 0:00,P009,9,50000,C055,41220
751,3/11/2025 0:00,P003,2,50000,C006,42350
752,4/22/2025 0:00,P002,3,10000,C001,8511
753,1/4/2025 0:00,P003,7,15000,C008,11581.5
754,4/5/2025 0:00,P012,3,40000,C033,41660
755,6/1/2025 0:00,P009,9,3000,C051,2460.3
756,5/17/2025 0:00,P012,6,4000,C043,3502
757,9/4/2025 0:00,P007,3,5000,C021,4254.5
758,8/31/2025 0:00,P009,9,50000,C024,48395
759,1/31/2025 0:00,P002,1,50000,C025,51940
760,2/9/2025 0:00,P005,3,1000,C047,966
761,8/17/2025 0:00,P004,1,2000,C055,1528.8
762,2/5/2025 0:00,P002,2,50000,C043,42075
763,8/11/2025 0:00,P009,8,2000,C019,1804.4
764,1/6/2025 0:00,P009,7,10000,C029,8639
765,8/8/2025 0:00,P006,2,40000,C053,37680
766,3/16/2025 0:00,P011,2,2000,C010,1953.4
767,1/4/2025 0:00,P006,9,5000,C012,4145
768,5/14/2025 0:00,P008,6,50000,C033,39635
769,4/28/2025 0:00,P006,5,25000,C007,22317.5
770,4/4/2025 0:00,P001,6,2000,C017,1835
771,3/3/2025 0:00,P004,9,1000,C010,941
772,7/13/2025 0:00,P007,7,3000,C031,2771.7
773,7/22/2025 0:00,P002,9,1000,C006,766.9
774,1/26/2025 0:00,P009,4,50000,C017,51115
775,6/22/2025 0:00,P008,2,15000,C050,13435.5
776,10/27/2025 0:00,P008,8,2000,C037,1533.4
777,5/13/2025 0:00,P007,4,40000,C018,33908
778,4/28/2025 0:00,P004,9,25000,C026,20135
779,10/2/2025 0:00,P002,4,15000,C049,11557.5
780,7/31/2025 0:00,P003,8,1000,C054,942.9
781,8/13/2025 0:00,P012,9,2000,C016,1592.8
782,1/20/2025 0:00,P006,9,2000,C008,1951.8
783,4/23/2025 0:00,P012,4,15000,C024,15511.5
784,5/20/2025 0:00,P012,1,2000,C013,1691
785,2/16/2025 0:00,P005,3,1000,C029,862
786,1/1/2025 0:00,P012,9,15000,C032,13506
787,3/31/2025 0:00,P008,4,1000,C024,801.5
788,5/22/2025 0:00,P006,5,25000,C016,22277.5
789,2/7/2025 0:00,P006,7,2000,C011,1968.6
790,10/20/2025 0:00,P001,5,3000,C032,3039
791,5/19/2025 0:00,P004,4,25000,C006,24457.5
792,9/16/2025 0:00,P005,2,25000,C035,25617.5
793,6/10/2025 0:00,P012,2,2000,C033,1793.2
794,6/27/2025 0:00,P011,4,50000,C018,42080
795,1/10/2025 0:00,P003,9,30000,C037,26340
796,9/18/2025 0:00,P009,8,2000,C013,1861.8
797,5/18/2025 0:00,P001,3,50000,C010,51200
798,6/21/2025 0:00,P006,9,1000,C037,856
799,1/13/2025 0:00,P006,5,30000,C026,25053
800,6/17/2025 0:00,P010,3,2000,C046,2050
801,5/10/2025 0:00,P005,5,4000,C017,3816.8
802,3/25/2025 0:00,P012,4,30000,C001,22932
803,4/11/2025 0:00,P005,8,30000,C025,31695
804,9/30/2025 0:00,P010,5,10000,C034,8261
805,9/22/2025 0:00,P005,8,2000,C039,1955.2
806,2/7/2025 0:00,P006,9,10000,C010,7905
807,4/4/2025 0:00,P008,4,50000,C020,44330
808,4/5/2025 0:00,P002,7,40000,C007,33924
809,3/10/2025 0:00,P006,2,15000,C016,15373.5
810,8/24/2025 0:00,P001,6,4000,C037,4054
811,5/17/2025 0:00,P004,8,3000,C029,2816.7
812,3/17/2025 0:00,P010,7,40000,C012,33408
813,2/4/2025 0:00,P003,7,15000,C017,13326
814,1/1/2025 0:00,P009,8,50000,C048,49425
815,10/23/2025 0:00,P003,7,5000,C020,4178.5
816,3/1/2025 0:00,P006,5,50000,C026,51940
817,9/24/2025 0:00,P001,7,1000,C048,765.7
818,8/17/2025 0:00,P012,3,3000,C019,2628
819,9/27/2025 0:00,P006,5,5000,C047,3865
820,10/13/2025 0:00,P004,7,2000,C012,1663.6
821,10/18/2025 0:00,P008,9,30000,C021,22890
822,8/1/2025 0:00,P011,2,10000,C042,8925
823,6/14/2025 0:00,P009,4,10000,C054,8611
824,1/5/2025 0:00,P004,7,50000,C034,48200
825,3/19/2025 0:00,P010,1,10000,C007,8374
826,3/3/2025 0:00,P012,2,4000,C045,4112
827,5/12/2025 0:00,P010,9,4000,C035,3711.2
828,3/30/2025 0:00,P006,7,4000,C015,3176.4
829,8/25/2025 0:00,P001,7,5000,C001,4140
830,2/11/2025 0:00,P004,6,50000,C026,39080
831,3/30/2025 0:00,P007,3,30000,C035,26163
832,10/23/2025 0:00,P012,3,50000,C025,42850
833,10/22/2025 0:00,P001,2,1000,C042,938
834,4/14/2025 0:00,P008,6,2000,C015,1882
835,1/14/2025 0:00,P012,4,25000,C022,21850
836,10/15/2025 0:00,P010,5,2000,C006,1744
837,6/28/2025 0:00,P012,3,5000,C052,5099
838,5/5/2025 0:00,P011,6,2000,C015,1947
839,1/23/2025 0:00,P006,3,2000,C024,2089.2
840,3/4/2025 0:00,P005,8,40000,C021,38600
841,5/23/2025 0:00,P010,9,3000,C007,2343
842,6/2/2025 0:00,P011,4,3000,C029,2550.6
843,5/25/2025 0:00,P009,9,5000,C032,5264.5
844,8/13/2025 0:00,P002,7,4000,C032,3963.2
845,4/14/2025 0:00,P005,3,15000,C053,14335.5
846,4/14/2025 0:00,P006,7,2000,C005,1840
847,2/8/2025 0:00,P007,1,30000,C004,24906
848,7/17/2025 0:00,P005,3,4000,C022,4230.8
849,5/14/2025 0:00,P009,6,5000,C018,4940.5
850,3/8/2025 0:00,P001,4,25000,C035,24785
851,6/28/2025 0:00,P007,7,25000,C017,22870
852,2/11/2025 0:00,P010,3,5000,C050,3933.5
853,1/15/2025 0:00,P007,1,3000,C050,3096.9
854,4/21/2025 0:00,P004,9,2000,C024,2078
855,6/6/2025 0:00,P009,6,1000,C002,911.2
856,10/16/2025 0:00,P012,8,15000,C013,12265.5
857,8/19/2025 0:00,P011,3,50000,C054,41870
858,6/6/2025 0:00,P005,8,15000,C015,12583.5
859,2/7/2025 0:00,P004,2,40000,C005,35100
860,4/7/2025 0:00,P007,4,15000,C003,14517
861,10/16/2025 0:00,P004,3,2000,C037,1525.2
862,9/11/2025 0:00,P003,1,30000,C037,27621
863,7/15/2025 0:00,P009,7,2000,C037,1970
864,3/27/2025 0:00,P011,2,3000,C003,2412
865,1/10/2025 0:00,P008,4,30000,C035,29550
866,1/5/2025 0:00,P001,9,10000,C052,8124
867,5/3/2025 0:00,P007,6,30000,C023,26496
868,4/28/2025 0:00,P009,8,15000,C028,13668
869,10/21/2025 0:00,P008,2,15000,C030,14893.5
870,6/8/2025 0:00,P008,7,15000,C018,15859.5
871,10/30/2025 0:00,P006,6,10000,C052,8181
872,8/16/2025 0:00,P011,9,3000,C036,2598
873,8/4/2025 0:00,P004,7,50000,C033,46890
874,7/3/2025 0:00,P008,1,4000,C026,3264.8
875,1/15/2025 0:00,P003,8,2000,C048,1612.4
876,6/6/2025 0:00,P009,3,3000,C040,2591.4
877,5/16/2025 0:00,P002,2,4000,C017,3949.6
878,9/18/2025 0:00,P002,3,15000,C040,15408
879,6/6/2025 0:00,P012,6,5000,C007,3864.5
880,2/16/2025 0:00,P012,3,4000,C008,3229.2
881,6/22/2025 0:00,P007,5,3000,C053,3136.5
882,5/10/2025 0:00,P012,6,40000,C031,35716
883,4/5/2025 0:00,P010,8,25000,C012,20055
884,4/25/2025 0:00,P004,7,25000,C048,24132.5
885,8/31/2025 0:00,P010,8,5000,C031,4827.5
886,10/19/2025 0:00,P008,3,2000,C044,1650.2
887,10/9/2025 0:00,P009,4,2000,C019,1912.4
888,10/26/2025 0:00,P007,6,50000,C010,49400
889,10/10/2025 0:00,P005,7,40000,C039,31300
890,3/10/2025 0:00,P008,9,2000,C012,1965.6
891,5/28/2025 0:00,P004,1,3000,C020,2352.9
892,1/11/2025 0:00,P002,8,30000,C037,23163
893,9/11/2025 0:00,P011,8,30000,C048,24741
894,2/7/2025 0:00,P012,6,2000,C041,1754
895,5/14/2025 0:00,P006,4,25000,C007,25375
896,7/19/2025 0:00,P009,3,2000,C052,2088
897,1/23/2025 0:00,P001,3,3000,C054,2627.4
898,10/30/2025 0:00,P011,6,4000,C014,3353.6
899,10/29/2025 0:00,P010,8,40000,C011,33708
900,8/6/2025 0:00,P012,7,15000,C007,15408
901,5/21/2025 0:00,P007,1,10000,C029,9070
902,4/14/2025 0:00,P010,6,5000,C010,4259
903,7/29/2025 0:00,P009,7,15000,C029,12945
904,4/21/2025 0:00,P010,7,10000,C009,8872
905,4/14/2025 0:00,P009,9,30000,C036,25806
906,6/20/2025 0:00,P010,5,5000,C048,4681.5
907,5/13/2025 0:00,P011,1,2000,C010,1990.4
908,10/20/2025 0:00,P003,2,4000,C019,4230
909,5/7/2025 0:00,P011,4,3000,C031,2996.1
910,4/16/2025 0:00,P005,5,15000,C017,11890.5
911,4/2/2025 0:00,P008,9,2000,C009,1964
912,10/14/2025 0:00,P008,1,40000,C045,36056
913,2/20/2025 0:00,P004,3,40000,C033,37512
914,1/29/2025 0:00,P012,5,25000,C034,24867.5
915,10/23/2025 0:00,P011,3,40000,C045,33292
916,10/24/2025 0:00,P011,4,40000,C024,35040
917,8/2/2025 0:00,P001,3,2000,C009,2055
918,9/24/2025 0:00,P001,4,2000,C007,1967.6
919,9/14/2025 0:00,P004,1,30000,C016,26439
920,10/29/2025 0:00,P006,8,40000,C019,36056
921,4/11/2025 0:00,P008,4,30000,C039,23757
922,4/20/2025 0:00,P006,7,2000,C006,2032.8
923,7/1/2025 0:00,P012,2,40000,C050,33384
924,1/1/2025 0:00,P009,2,5000,C051,4975.5
925,2/24/2025 0:00,P009,6,3000,C011,2294.4
926,5/29/2025 0:00,P002,2,25000,C012,23607.5
927,5/17/2025 0:00,P010,6,15000,C042,11782.5
928,7/21/2025 0:00,P001,2,3000,C013,2384.1
929,4/27/2025 0:00,P002,4,1000,C012,843.2
930,6/3/2025 0:00,P005,7,5000,C021,5230
931,10/18/2025 0:00,P004,8,50000,C010,49395
932,3/4/2025 0:00,P004,3,40000,C020,41256
933,9/1/2025 0:00,P009,9,30000,C050,25710
934,1/25/2025 0:00,P011,2,50000,C036,50855
935,3/31/2025 0:00,P008,8,10000,C028,9775
936,3/16/2025 0:00,P006,8,40000,C024,32880
937,10/21/2025 0:00,P001,4,1000,C005,853.2
938,7/29/2025 0:00,P002,1,2000,C037,2058.4
939,1/17/2025 0:00,P006,1,25000,C012,19880
940,5/8/2025 0:00,P011,2,1000,C035,1013.1
941,9/8/2025 0:00,P002,9,30000,C040,26574
942,6/28/2025 0:00,P010,2,2000,C054,1943
943,7/1/2025 0:00,P005,2,4000,C002,3782.8
944,6/1/2025 0:00,P005,6,15000,C050,15888
945,1/25/2025 0:00,P006,7,2000,C041,1561.2
946,6/29/2025 0:00,P006,7,40000,C045,34088
947,7/17/2025 0:00,P006,9,50000,C039,44845
948,6/10/2025 0:00,P002,6,50000,C042,51480
949,6/26/2025 0:00,P010,8,30000,C009,28611
950,10/12/2025 0:00,P003,6,2000,C022,1760.6
951,3/4/2025 0:00,P006,2,1000,C047,781.6
952,5/30/2025 0:00,P008,1,5000,C005,4600
953,6/3/2025 0:00,P012,5,30000,C012,24393
954,6/5/2025 0:00,P011,9,4000,C001,4111.6
955,2/18/2025 0:00,P012,8,25000,C044,20252.5
956,3/25/2025 0:00,P001,4,30000,C022,25107
957,6/26/2025 0:00,P001,5,30000,C038,24348
958,5/28/2025 0:00,P011,5,15000,C051,14610
959,4/28/2025 0:00,P002,6,3000,C019,2405.4
960,3/4/2025 0:00,P011,3,40000,C016,42144
961,7/8/2025 0:00,P012,5,15000,C031,13368
962,2/18/2025 0:00,P012,2,50000,C051,42845
963,9/14/2025 0:00,P006,1,50000,C003,52465
964,8/12/2025 0:00,P009,1,5000,C023,4006.5
965,5/21/2025 0:00,P004,7,10000,C042,9324
966,8/3/2025 0:00,P003,2,10000,C018,9757
967,7/30/2025 0:00,P012,4,5000,C026,4086.5
968,2/1/2025 0:00,P008,5,1000,C013,925.4
969,6/7/2025 0:00,P011,7,50000,C018,49075
970,10/12/2025 0:00,P010,2,3000,C003,3170.7
971,10/13/2025 0:00,P009,6,15000,C023,15843
972,5/24/2025 0:00,P012,1,25000,C003,19500
973,1/19/2025 0:00,P011,7,3000,C055,2487
974,1/18/2025 0:00,P005,9,4000,C025,3765.6
975,9/14/2025 0:00,P009,5,5000,C027,4794
976,3/19/2025 0:00,P002,5,10000,C044,10419
977,6/24/2025 0:00,P003,4,2000,C027,1833
978,7/13/2025 0:00,P007,3,3000,C052,2492.1
979,4/23/2025 0:00,P007,9,5000,C039,4788
980,4/24/2025 0:00,P006,5,3000,C025,3146.4
981,8/10/2025 0:00,P006,8,4000,C024,3284.4
982,6/15/2025 0:00,P002,9,3000,C008,3095.1
983,5/12/2025 0:00,P010,5,3000,C009,2686.8
984,9/21/2025 0:00,P006,9,3000,C046,2775
985,2/24/2025 0:00,P004,2,10000,C037,10312
986,5/11/2025 0:00,P012,9,50000,C030,51615
987,10/15/2025 0:00,P003,4,30000,C053,23637
988,9/23/2025 0:00,P011,6,3000,C019,2803.5
989,6/11/2025 0:00,P002,6,3000,C053,3063.3
990,3/28/2025 0:00,P001,6,40000,C016,41248
991,2/24/2025 0:00,P011,2,50000,C024,46125
992,10/15/2025 0:00,P011,7,30000,C044,30936
993,6/27/2025 0:00,P005,6,25000,C021,23645
994,1/8/2025 0:00,P002,1,25000,C036,21667.5
995,9/4/2025 0:00,P002,2,2000,C040,1910
996,9/12/2025 0:00,P007,7,5000,C039,4235
997,2/23/2025 0:00,P008,1,2000,C047,2091.2
998,9/6/2025 0:00,P010,1,15000,C006,14259
999,8/27/2025 0:00,P008,1,40000,C005,38304
1000,8/17/2025 0:00,P004,8,50000,C014,41185
1001,3/8/2025 0:00,P001,4,50000,C053,49050
1002,2/20/2025 0:00,P011,4,2000,C045,2089.6
1003,4/7/2025 0:00,P007,2,2000,C042,1847
